building_id,paired_category,both_attempted,exclude_from_comparison,exclude_reason,footprint_area_m2,footprint_centroid_in_box,footprint_fully_inside_box,footprint_bbox_intersects_box,als_status,als_reason,als_rf_pt_density,als_rf_nodata_frac,als_has_lod22,als_val3dity_valid,dim_status,dim_reason,dim_rf_pt_density,dim_rf_nodata_frac,dim_has_lod22,dim_val3dity_valid,dim_coverage_nodata_max,dim_coverage_density_min_pts_m2,dim_coverage_pass,dim_coverage_pass_strict,dim_coverage_pass_loose,reference_mismatch_exclude,reference_mismatch_reason,coverage_control_population,als_failure_bucket_v1,dim_failure_bucket_v1
DEBY_LOD2_4907518,both_success,yes,no,,251.199,yes,yes,yes,success,success,19.498507,0.000000,True,True,success,success,570.427856,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4907519,both_success,yes,no,,3981.406,yes,no,yes,success,success,18.149324,0.000502,True,True,success,success,100.822861,0.119187,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4907520,ALS_only,yes,no,,248.691,yes,yes,yes,success,success,21.404427,0.000000,True,True,failure,val3dity_invalid,565.814880,0.000000,True,False,0.30,20.0,yes,yes,yes,no,,yes,success,validity
DEBY_LOD2_4907521,ALS_only,yes,no,,302.898,yes,yes,yes,success,success,20.214699,0.001649,True,True,failure,val3dity_invalid,112.187965,0.000000,True,False,0.30,20.0,yes,yes,yes,no,,yes,success,validity
DEBY_LOD2_4908023,both_success,yes,no,,21.914,yes,yes,yes,success,success,19.146067,0.000000,True,True,success,success,717.977539,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908024,both_success,yes,no,,21.670,yes,yes,yes,success,success,19.820225,0.000000,True,True,success,success,931.910095,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908025,both_success,yes,no,,21.580,yes,yes,yes,success,success,18.482759,0.000000,True,True,success,success,824.275879,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908026,both_success,yes,no,,21.631,yes,yes,yes,success,success,17.772728,0.000000,True,True,success,success,669.500000,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908027,both_success,yes,no,,21.586,yes,yes,yes,success,success,17.839081,0.000000,True,True,success,success,642.160950,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908028,both_success,yes,no,,21.635,yes,yes,yes,success,success,18.409090,0.000000,True,True,success,success,475.090912,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908044,ALS_only,yes,no,,46.303,yes,yes,yes,success,success,17.849463,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908045,ALS_only,yes,no,,55.840,yes,yes,yes,success,success,16.162163,0.008929,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908046,ALS_only,yes,no,,139.031,yes,yes,yes,success,success,15.964093,0.000000,True,True,failure,missing_lod22_geometry,31.070423,0.745063,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908048,ALS_only,yes,no,,68.219,yes,yes,yes,success,success,10.476191,0.000000,True,True,failure,missing_lod22_geometry,24.400000,0.633700,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908049,ALS_only,yes,no,,49.086,yes,yes,yes,success,success,10.974359,0.000000,True,True,failure,pointcloud_unusable_no_points,23.692308,0.866667,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908050,ALS_only,yes,no,,131.674,yes,yes,yes,success,success,10.407619,0.005682,True,True,failure,missing_lod22_geometry,37.564816,0.181818,False,True,0.30,20.0,yes,yes,yes,no,,yes,success,roof_matching_assembly_failure
DEBY_LOD2_4908051,ALS_only,yes,no,,141.529,yes,yes,yes,success,success,9.913043,0.024735,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908052,ALS_only,yes,no,,143.561,yes,yes,yes,success,success,10.552447,0.001745,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908053,ALS_only,yes,no,,36.309,yes,yes,yes,success,success,10.527778,0.013699,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908054,ALS_only,yes,no,,33.605,yes,yes,yes,success,success,10.696970,0.007519,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908059,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,87.068,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_4908157,ALS_only,yes,no,,165.051,yes,yes,yes,success,success,18.027313,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908158,ALS_only,yes,no,,182.586,yes,yes,yes,success,success,19.135431,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908159,both_fail,yes,no,,37.635,yes,yes,yes,failure,val3dity_invalid,18.093960,0.006667,True,False,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,validity,coverage
DEBY_LOD2_4908160,ALS_only,yes,no,,8.492,yes,yes,yes,success,success,13.294118,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908161,ALS_only,yes,no,,454.500,yes,yes,yes,success,success,15.997801,0.003834,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908162,ALS_only,yes,no,,104.742,yes,yes,yes,success,success,19.217184,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908163,ALS_only,yes,no,,56.262,yes,yes,yes,success,success,17.000000,0.008850,True,True,failure,val3dity_invalid,8.542373,0.738938,True,False,0.30,20.0,no,no,no,no,,no,success,validity
DEBY_LOD2_4908164,ALS_only,yes,no,,33.271,yes,yes,yes,success,success,16.328358,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908165,ALS_only,yes,no,,8.826,yes,yes,yes,success,success,17.222221,0.027027,True,True,failure,pointcloud_unusable_no_planes,5.250000,0.567568,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908166,ALS_only,yes,no,,29.086,yes,yes,yes,success,success,17.355932,0.000000,True,True,failure,missing_lod22_geometry,39.096775,0.211864,False,True,0.30,20.0,yes,no,yes,no,,yes,success,roof_matching_assembly_failure
DEBY_LOD2_4908167,ALS_only,yes,no,,33.592,yes,yes,yes,success,success,17.134329,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908168,both_success,yes,no,,28.832,yes,yes,yes,success,success,20.245613,0.000000,True,True,success,success,70.790695,0.622807,True,True,0.30,20.0,no,no,no,no,,no,success,success
DEBY_LOD2_4908169,ALS_only,yes,no,,16.934,yes,yes,yes,success,success,18.242424,0.029412,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908170,ALS_only,yes,no,,72.814,yes,yes,yes,success,success,18.972603,0.000000,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4908172,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,39.803,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_4908176,ALS_only,yes,no,,35.621,yes,yes,yes,success,success,17.846153,0.000000,True,True,failure,missing_lod22_geometry,36.689655,0.188811,False,True,0.30,20.0,yes,yes,yes,no,,yes,success,roof_matching_assembly_failure
DEBY_LOD2_4908178,both_success,yes,no,,113.412,yes,yes,yes,success,success,17.982378,0.000000,True,True,success,success,38.874371,0.561674,True,True,0.30,20.0,no,no,no,no,,no,success,success
DEBY_LOD2_4908179,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,118.250,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_4908351,both_success,yes,no,,55.188,yes,yes,yes,success,success,15.369370,0.000000,True,True,success,success,14.000000,0.945946,True,True,0.30,20.0,no,no,no,no,,no,success,success
DEBY_LOD2_4908352,both_success,yes,no,,29.814,yes,yes,yes,success,success,17.344828,0.008547,True,True,success,success,46.703705,0.076923,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908353,both_success,yes,no,,145.523,yes,yes,yes,success,success,19.382504,0.000000,True,True,success,success,173.475128,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4908354,ALS_only,yes,no,,29.193,yes,yes,yes,success,success,19.087719,0.008696,True,True,failure,val3dity_invalid,60.039215,0.113043,True,False,0.30,20.0,yes,yes,yes,no,,yes,success,validity
DEBY_LOD2_4959314,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,833.102,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_4959320,DIM_only,yes,no,,4781.938,yes,no,yes,failure,val3dity_invalid,18.434700,0.007999,True,False,success,success,100.514679,0.939457,True,True,0.30,20.0,no,no,no,no,,no,validity,success
DEBY_LOD2_4959322,both_success,yes,no,,391.506,yes,yes,yes,success,success,21.183098,0.003191,True,True,success,success,808.390564,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959323,both_success,yes,no,,1358.777,yes,yes,yes,success,success,19.324005,0.000736,True,True,success,success,504.356140,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959324,both_success,yes,no,,44.051,yes,yes,yes,success,success,14.436782,0.016949,True,True,success,success,342.022736,0.005650,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959325,both_success,yes,no,,825.008,yes,yes,yes,success,success,11.097561,0.006061,True,True,success,success,192.281464,0.000909,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959326,ALS_only,yes,no,,1821.695,yes,yes,yes,success,success,16.059464,0.003293,True,True,failure,val3dity_invalid,161.563446,0.000000,True,False,0.30,20.0,yes,yes,yes,no,,yes,success,validity
DEBY_LOD2_4959327,both_success,yes,no,,495.180,yes,yes,yes,success,success,15.446465,0.002016,True,True,success,success,196.959671,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959336,both_success,yes,no,,609.047,yes,yes,yes,success,success,18.431276,0.002463,True,True,success,success,109.509895,0.128900,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959340,both_success,yes,no,,384.723,yes,no,yes,success,success,11.279584,0.000650,True,True,success,success,93.788177,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959457,both_success,yes,no,,1371.824,yes,yes,yes,success,success,19.026808,0.007110,True,True,success,success,378.108307,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959458,both_success,yes,no,,601.391,yes,yes,yes,success,success,19.778519,0.001247,True,True,success,success,942.165466,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959459,both_success,yes,no,,372.990,yes,yes,yes,success,success,16.080320,0.000000,True,True,success,success,458.685394,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959460,both_success,yes,no,,4699.410,yes,yes,yes,success,success,14.249508,0.000851,True,True,success,success,461.533447,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959461,both_success,yes,no,,906.402,yes,yes,yes,success,success,11.240254,0.002207,True,True,success,success,162.240128,0.007448,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959463,both_success,yes,no,,61.305,yes,yes,yes,success,success,19.374485,0.004098,True,True,success,success,130.622955,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959464,both_success,yes,no,,219.352,yes,yes,yes,success,success,18.938215,0.000000,True,True,success,success,183.720825,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_4959465,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,212.270,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_4959753,DIM_only,yes,no,,49.793,yes,yes,yes,failure,val3dity_invalid,16.000000,0.000000,True,False,success,success,153.427139,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,validity,success
DEBY_LOD2_4959758,ALS_only,yes,no,,116.969,yes,no,yes,success,success,18.638115,0.000000,True,True,failure,missing_lod22_geometry,35.714287,0.850107,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_4959759,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,59.047,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_4959793,both_success,yes,no,,193.930,yes,yes,yes,success,success,17.687742,0.002574,True,True,success,success,261.111969,0.000000,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
DEBY_LOD2_60042,ALS_only,yes,no,,3629.750,yes,yes,yes,success,success,18.526506,0.011568,True,True,failure,val3dity_invalid,617.443787,0.000000,True,False,0.30,20.0,yes,yes,yes,no,,yes,success,validity
DEBY_LOD2_60097,both_success,yes,no,,161.023,yes,yes,yes,success,success,16.217730,0.001553,True,True,success,success,41.803280,0.810559,True,True,0.30,20.0,no,no,no,no,,no,success,success
DEBY_LOD2_60098,both_success,yes,no,,195.930,yes,yes,yes,success,success,19.678572,0.000000,True,True,success,success,10.067924,0.661990,True,True,0.30,20.0,no,no,no,no,,no,success,success
DEBY_LOD2_60109,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,1838.387,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_8568391,ALS_only,yes,no,,55.535,yes,no,yes,success,success,17.244019,0.054299,True,True,failure,pointcloud_unusable_no_points,11.200000,0.977376,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_8568392,ALS_only,yes,no,,5.797,yes,yes,yes,success,success,16.833334,0.000000,True,True,failure,pointcloud_unusable_no_points,12.444445,0.250000,False,True,0.30,20.0,no,no,yes,no,,no,success,coverage
DEBY_LOD2_8568403,both_success,yes,no,,28.219,yes,yes,yes,success,success,18.715597,0.043860,True,True,success,success,30.577778,0.605263,True,True,0.30,20.0,no,no,no,no,,no,success,success
DEBY_LOD2_8573617,ALS_only,yes,no,,34.758,yes,no,yes,success,success,17.722628,0.007246,True,True,failure,pointcloud_unusable_no_points,0.000000,1.000000,False,True,0.30,20.0,no,no,no,no,,no,success,coverage
DEBY_LOD2_8573847,both_fail,no,yes,aoi_edge_centroid_outside_roofer_box,696.578,no,no,yes,failure,missing_roofer_output,,,False,,failure,missing_roofer_output,,,False,,0.30,20.0,no,no,no,no,,no,aoi_edge_excluded,aoi_edge_excluded
DEBY_LOD2_8573848,DIM_only,yes,no,,1780.969,yes,no,yes,failure,val3dity_invalid,18.682571,0.000561,True,False,success,success,90.047043,0.314306,True,True,0.30,20.0,no,no,yes,no,,no,validity,success
DEBY_LOD2_8573849,both_success,yes,no,,840.703,yes,yes,yes,success,success,12.687890,0.001782,True,True,success,success,212.871170,0.001782,True,True,0.30,20.0,yes,yes,yes,no,,yes,success,success
