image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth
337,DJI_20241217102553_0029_D.JPG,Depth Anything V2 Large vitl,-0.03448416,35.72262672,116437,0.5935,1.3786,0.9506,2.0013,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102553_0029_D.npy
338,DJI_20241217102555_0030_D.JPG,Depth Anything V2 Large vitl,-0.03330381,34.51790121,114606,0.6712,1.5765,1.1579,2.3984,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102555_0030_D.npy
339,DJI_20241217102557_0031_D.JPG,Depth Anything V2 Large vitl,-0.04536813,37.57707453,298305,1.0137,2.0012,2.3727,2.5102,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102557_0031_D.npy
340,DJI_20241217102559_0032_D.JPG,Depth Anything V2 Large vitl,-0.09175474,41.00950821,245023,1.6169,12.4344,6.1735,7.4757,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102559_0032_D.npy
341,DJI_20241217102601_0033_D.JPG,Depth Anything V2 Large vitl,-0.09603125,41.54326799,242440,1.6809,10.6934,6.8896,6.9867,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102601_0033_D.npy
342,DJI_20241217102603_0034_D.JPG,Depth Anything V2 Large vitl,-0.03690440,37.86824164,120630,0.6200,1.3185,1.6178,2.6652,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102603_0034_D.npy
343,DJI_20241217102605_0035_D.JPG,Depth Anything V2 Large vitl,-0.02905283,30.96457421,112586,0.1312,1.5698,0.4888,0.6244,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102605_0035_D.npy
344,DJI_20241217102609_0037_D.JPG,Depth Anything V2 Large vitl,-0.01556528,22.38542070,61237,0.0254,0.0685,0.0375,0.1016,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102609_0037_D.npy
345,DJI_20241217102627_0046_D.JPG,Depth Anything V2 Large vitl,-0.02970521,38.85994951,78275,0.3928,4.5607,0.7830,3.2179,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102627_0046_D.npy
346,DJI_20241217102629_0047_D.JPG,Depth Anything V2 Large vitl,-0.01847664,31.88847241,27787,0.2417,0.4769,0.8207,0.8685,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102629_0047_D.npy
347,DJI_20241217102653_0002_D.JPG,Depth Anything V2 Large vitl,-0.08884906,52.63661683,963535,1.1566,5.9666,2.9129,3.2756,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102653_0002_D.npy
348,DJI_20241217102655_0003_D.JPG,Depth Anything V2 Large vitl,-0.09063423,53.66713069,937660,0.9237,5.8629,2.1687,2.5838,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102655_0003_D.npy
349,DJI_20241217102657_0004_D.JPG,Depth Anything V2 Large vitl,-0.06075113,42.77833412,761333,0.5188,2.0088,1.8227,1.9655,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102657_0004_D.npy
350,DJI_20241217102659_0005_D.JPG,Depth Anything V2 Large vitl,-0.16802574,85.90208131,1005254,3.5142,11.6804,6.6213,10.1918,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217102659_0005_D.npy
