building_id,population_scope,dense_assembled,dense_status_source,footprint_area_m2,small_lt50,anchor_status,anchor_measurement_source,anchor_measurement_lineage,anchor_selected_dlt_point_count,anchor_footprint_inside_point_count,anchor_inside_z_median_m,anchor_inside_z_mad_m,anchor_coverage_ratio,anchor_selected_pair_count,anchor_completed_pair_count,anchor_eligible_pair_count,anchor_zero_observed,anchor_undecided_sticker,anchor_count_threshold,anchor_mad_threshold_status,outline_observable,outline_representative_view_count,outline_inframe_frac_max,outline_valid_pixel_count_max,outline_definition_source,cell_label,cell_assignment_basis,legacy_v1_2_label_reference,ref_roof_type,ref_roof_slope_group,ref_roof_type_source,ref_roof_type_role,override_recorded,override_source,override_inside_count,override_effect_on_cell,texture_low_gradient_fraction,texture_grad_p10,texture_signal_role,crs,learning_runs_started,new_inference_type,same_block_only,pair_independence,low_independence,supplement_measurement_source,supplement_measurement_lineage,supplement_cache_reuse_runs,supplement_new_mast3r_inference_runs,supplement_new_inference_allowlist,preregister_primary_list_eligible
DEBY_LOD2_4907516,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,178.775000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,108,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.625000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907517,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,196.965000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,118,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.651000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907518,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,251.199000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,131,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.578000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907519,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,3981.406000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,559,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.449000,0.006200,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907520,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,248.691000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,127,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.104000,0.020800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907521,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,302.898000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,140,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.695000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908023,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,21.914000,true,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,39,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.288000,0.010600,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908024,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,21.670000,true,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,39,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.409000,0.008100,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908025,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,21.580000,true,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,39,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.353000,0.009800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908026,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,21.631000,true,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,39,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.278000,0.011400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908027,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,21.586000,true,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,39,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.273000,0.011400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908028,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,21.635000,true,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,39,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.225000,0.013200,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908044,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,46.303000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,227,0,,,0.000000,10,10,6,true,,1,not_preregistered,true,3,1.000000,57,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.312000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908045,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,55.840000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,1673,0,,,0.000000,10,10,6,true,,1,not_preregistered,true,3,1.000000,63,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.539000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908046,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,139.031000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,123,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,multiple horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.462000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908048,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,68.219000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,2285,1379,-41.248347,0.039240,0.531447,10,10,6,false,,1,not_preregistered,true,3,1.000000,73,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",multiple horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.374000,0.006200,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908049,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,49.086000,true,measured,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_measurements.csv,R1prime_measurement_read_only,1603,966,-41.264825,0.035898,0.538462,10,10,8,false,,1,not_preregistered,true,3,1.000000,58,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.482000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908050,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,131.674000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,118,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.244000,0.008800,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908051,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,141.529000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,6153,0,,,0.000000,10,10,10,true,,1,not_preregistered,true,3,1.000000,119,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and same-block-only measured footprint-inside count=0 and outline_observable=true; low_independence,outline-only,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.197000,0.012600,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
DEBY_LOD2_4908052,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,143.561000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,9978,0,,,0.000000,10,10,10,true,,1,not_preregistered,true,3,1.000000,127,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and same-block-only measured footprint-inside count=0 and outline_observable=true; low_independence,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.327000,0.008100,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
DEBY_LOD2_4908053,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,36.309000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,49,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.344000,0.008100,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908054,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,33.605000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,3744,0,,,0.000000,10,10,10,true,,1,not_preregistered,true,3,1.000000,47,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and same-block-only measured footprint-inside count=0 and outline_observable=true; low_independence,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.653000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
DEBY_LOD2_4908157,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,165.051000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,186,0,,,0.000000,10,10,7,true,,1,not_preregistered,true,3,1.000000,119,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.517000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908158,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,182.586000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,730,0,,,0.000000,10,10,10,true,,1,not_preregistered,true,3,1.000000,139,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.602000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908159,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,37.635000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,2,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,50,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.650000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908160,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,8.492000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,146,0,,,0.000000,10,10,6,true,,1,not_preregistered,true,3,1.000000,25,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,multiple horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.590000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908161,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,454.500000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,6,true,,1,not_preregistered,true,3,1.000000,347,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.391000,0.005500,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908162,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,104.742000,false,measured,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_measurements.csv,R1prime_measurement_read_only,0,0,,,0.000000,10,10,6,true,,1,not_preregistered,true,3,1.000000,95,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.533000,0.003600,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908163,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,56.262000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,62,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.591000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908164,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,33.271000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,154,0,,,0.000000,10,10,7,true,,1,not_preregistered,true,3,1.000000,49,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.734000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908165,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,8.826000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,26,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.502000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908166,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,29.086000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,19240,7273,-41.224573,0.074135,0.902778,10,10,10,false,,1,not_preregistered,true,3,1.000000,46,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and same-block-only measured footprint-inside count>=1; low_independence,outline-only,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.599000,0.005500,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
DEBY_LOD2_4908167,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,33.592000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,12815,19,-35.981647,1.820859,0.072289,10,10,10,false,,1,not_preregistered,true,3,1.000000,47,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and same-block-only measured footprint-inside count>=1; low_independence,outline-only,horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.729000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
DEBY_LOD2_4908168,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,28.832000,true,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,44,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.694000,0.003200,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4908169,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,16.934000,true,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,11098,1145,-36.730146,0.229714,0.782609,10,10,10,false,,1,not_preregistered,true,3,1.000000,35,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and same-block-only measured footprint-inside count>=1; low_independence,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.821000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
