bid,comparison,metric,baseline_rendered,mutual_rendered,baseline_primitive,mutual_primitive,delta,winner
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,edge_ok,,1.0,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,open_edges,,0.0,,,,TIE_OR_NA
B104,E1_Baseline_rendered_vs_E2_Mutual_rendered,nonmanifold_edges,,0.0,,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,roof_cov,,,1.0,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,wall_cov,,,1.0,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,ground_cov,,,0.0,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,semantic_face_acc,,,0.8841666666666667,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,F,,,0.8689414768013274,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,precision,,,0.8336666666666667,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,recall,,,0.9073333333333333,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,h_err,,,0.6171760262351902,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,vol_ratio,,,1.1542200531368818,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,edge_ok,,,1.0,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,open_edges,,,0.0,,,TIE_OR_NA
B104,E3_Baseline_primitive_vs_E4_Mutual_primitive,nonmanifold_edges,,,0.0,,,TIE_OR_NA
